event_id_no_cnty	event_date	event_type	sub_event_type	actor1	assoc_actor_1	actor2	assoc_actor_2	region	country	admin1	admin2	admin3	location	latitude	longitude	source	notes	fatalities
40590	25 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Labour Group (Ukraine)			Europe	Ukraine	Kiev City	Kiev		Kiev-Pecherskyi	50.427	30.5454	Novoye Vremya Ukraine; Independent Trade Union of Miners of Ukraine	On 25 September 2020, coal miners protested outside the Parliament in Kiev-Pecherskyi in support of miners who went on strike and refused to rise to the surface after their shift. The protesters demand higher salaries and better work conditions. [size=no report]	0
40591	25 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Labour Group (Ukraine)			Europe	Ukraine	Dnipropetrovsk	Kryvyi Rih		Kryvyi Rih	47.9093	33.3933	Novoye Vremya Ukraine; Independent Trade Union of Miners of Ukraine	On 25 September 2020, coal miners protested in Kryvyi Rih in support of miners who went on strike and refused to rise to the surface after their shift. The protesters demand higher salaries and better work conditions. [size=no report]	0
40725	24 September 2020	Protests	Peaceful protest	Protesters (Ukraine)				Europe	Ukraine	Donetsk	Slovyansk		Slovyansk	48.8533	37.6065	Vchasno	On 24 September 2020, several dozen people protested in Slovyansk, Donetsk, against the participation of a candidate, previously charged with separatism, in the 2020 local election. [size=several dozen]	0
40585	24 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Solidarna Molod			Europe	Ukraine	Kiev City	Kiev		Kiev	50.4496	30.5224	Solidarna Molod	On 24 September 2020, people, including members of Solidarna Molod, protested in Kiev demanding the creation of a Parliamentary commission to investigate possible high treason in the Office of President. [size=no report]	0
40583	24 September 2020	Protests	Peaceful protest	Protesters (Ukraine)				Europe	Ukraine	Kiev	Brovary		Brovary	50.5181	30.8067	Stop Corruption	On 24 September 2020, people protested in Brovary, Kiev, against high tariffs for utilities. [size=no report]	0
40584	24 September 2020	Protests	Peaceful protest	Protesters (Ukraine)				Europe	Ukraine	Ivano-Frankivsk	Ivano-Frankivsk Municipality		Ivano-Frankivsk	48.9215	24.7097	UA:Pershiy	On 24 September 2020, people blocked a road in Ivano-Frankivsk region demanding its repair. [size=no report]	0
40586	24 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Labour Group (Ukraine)			Europe	Ukraine	Dnipropetrovsk	Kryvyi Rih		Kryvyi Rih	47.9093	33.3933	Independent Trade Union of Miners of Ukraine; Novoye Vremya Ukraine	On 24 September 2020, coal miners protested in Kryvyi Rih in support of miners who went on strike and refused to rise to the surface after their shift. The protesters demand higher salaries and better work conditions. [size=no report]	0
40724	24 September 2020	Protests	Peaceful protest	Protesters (Ukraine)				Europe	Ukraine	Kharkiv	Kharkiv		Kharkiv	49.9808	36.2527	Obyektiv Novosti	On 24 September 2020, about 80 people protested in Kharkiv against the Kharkiv Coke Plant due to environmental concerns. [size=about 80]	0
40579	23 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Labour Group (Ukraine)			Europe	Ukraine	Kiev City	Kiev		Kiev-Pecherskyi	50.427	30.5454	Novoye Vremya Ukraine; Independent Trade Union of Miners of Ukraine	On 23 September 2020, coal miners protested outside the Presidential Office in Kiev-Pecherskyi in support of miners who went on strike and refused to rise to the surface after their shift. The protesters demand higher salaries and better work conditions. [size=no report]	0
40580	23 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Protesters (Belarus)			Europe	Ukraine	Kiev City	Kiev		Kiev-Shevchenkivskyi	50.4646	30.4655	24 Channel	On 23 September 2020, people, including citizens of Belarus, protested in Kiev-Shevchenkivskyi in support for anti-government protests in Belarus. [size=no report]	0
40581	23 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	National Corps Party			Europe	Ukraine	Kiev City	Kiev		Kiev-Shevchenkivskyi	50.4646	30.4655	National Corps	On 23 September 2020, members of National Corps protested outside a court in Kiev-Shevchenkivskyi demanding the protection of a green area from city developers. [size=no report]	0
40577	22 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	National Platform			Europe	Ukraine	Kiev City	Kiev		Kiev-Pecherskyi	50.427	30.5454	Stop Corruption	On 22 September 2020, members of National Platform party protested outside the Central Election Commission in Kiev-Pecherskyi demanding to be included in the 2020 local elections. [size=no report]	0
40578	22 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Labour Group (Ukraine)			Europe	Ukraine	Kiev City	Kiev		Kiev-Pecherskyi	50.427	30.5454	Independent Trade Union of Miners of Ukraine; Novoye Vremya Ukraine	On 22 September 2020, coal miners protested in Kiev-Pecherskyi in support of miners who went on strike and refused to rise to the surface after their shift. The protesters demand higher salaries and better work conditions. [size=no report]	0
40576	22 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	National Corps Party			Europe	Ukraine	Kherson	Kherson Municipality		Kherson	46.6558	32.6178	National Corps	On 22 September 2020, about 100 people, including members of National Corps, protested in Kherson demanding the release of activists arrested during a conflict with supporters of Party of Shariy. [size=about 100]	0
40574	21 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Traditions and Order			Europe	Ukraine	Kharkiv	Kharkiv		Mala Rohan	49.9385	36.4912	Tradition and Order	On 21 September 2020, members of Traditions and Order protested in Mala Rohan, Kharkiv, against the head of the village due to corruption and unprofessional behaviour. [size=no report]	0
40575	21 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Traditions and Order			Europe	Ukraine	Rivne	Rivne		Rivne	50.6231	26.2274	Tradition and Order	"On 21 September 2020, members of Traditions and Order protested in Rivne demanding the prohibition of ""LGBT propaganda"". [size=no report]"	0
40569	21 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	National Corps Party			Europe	Ukraine	Kiev City	Kiev		Kiev	50.4496	30.5224	Ukraine General Newswire; Novoye Vremya Ukraine; National Corps; 24 Channel	On 21 September 2020, about 100 people, including members of National Corps, protested in Kiev demanding the prohibition of pro-Russian TV channels. [size=about 100]	0
40570	21 September 2020	Protests	Peaceful protest	Protesters (Ukraine)				Europe	Ukraine	Kiev City	Kiev		Kiev-Pecherskyi	50.427	30.5454	Liveuamap; Twitter	On 21 September 2020, about 200 people protested outside the Ministry of Internal Affairs in Kiev-Pecherskyi against the possible issue of notice of suspicion to two C14 activists. [size=about 200]	0
40571	21 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Labour Group (Ukraine)			Europe	Ukraine	Kiev City	Kiev		Kiev-Pecherskyi	50.427	30.5454	Independent Trade Union of Miners of Ukraine; Novoye Vremya Ukraine	On 21 September 2020, coal miners protested in Kiev-Pecherskyi in support of miners who went on strike and refused to rise to the surface after their shift. The protesters demand higher salaries and better work conditions. [size=no report]	0
40572	21 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Students (Ukraine); National Corps Party; Solidarna Molod			Europe	Ukraine	Kiev City	Kiev		Kiev-Shevchenkivskyi	50.4646	30.4655	Segodnya; UA:Pershiy; National Corps; Solidarna Molod	On 21 September 2020, about 50 students, members of National Corps and Solidarna Molod protested outside a university in Kiev-Shevchenkivskyi demanding that its rector be dismissed following the recent congress of the Servant of the People party on university territory. The protesters believe that the party violated the higher education law and university charter. [size=about 50]	0
40573	21 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Labour Group (Ukraine)			Europe	Ukraine	Dnipropetrovsk	Kryvyi Rih		Kryvyi Rih	47.9093	33.3933	Independent Trade Union of Miners of Ukraine; Novoye Vremya Ukraine	On 21 September 2020, coal miners protested in Kryvyi Rih in support of miners who went on strike and refused to rise to the surface after their shift. The protesters demand higher salaries and better work conditions. [size=no report]	0
40566	20 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Traditions and Order			Europe	Ukraine	Odessa	Odessa Municipality		Odessa	46.4639	30.7386	Tradition and Order	"On 20 September 2020, members of Traditions and Order protested in Odessa demanding the prohibition of ""LGBT propaganda"". [size=no report]"	0
40560	20 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Labour Group (Ukraine)			Europe	Ukraine	Kiev City	Kiev		Kiev-Pecherskyi	50.427	30.5454	Novoye Vremya Ukraine; Independent Trade Union of Miners of Ukraine	On 20 September 2020, coal miners protested in Kiev-Pecherskyi in support of miners who went on strike and refused to rise to the surface after their shift. The protesters demand higher salaries and better work conditions. [size=no report]	0
40561	20 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Protesters (Belarus)			Europe	Ukraine	Kiev City	Kiev		Kiev-Shevchenkivskyi	50.4646	30.4655	UA:Pershiy; 24 Channel; Novoye Vremya Ukraine	On 20 September 2020, about 50 people, including citizens of Belarus, protested in Kiev-Shevchenkivskyi in support of anti-government protests in Belarus. [size=about 50]	0
40562	20 September 2020	Protests	Peaceful protest	Protesters (Ukraine)				Europe	Ukraine	Kiev City	Kiev		Kiev-Shevchenkivskyi	50.4646	30.4655	Liveuamap; Kyiv Operatyvnyi	"On 20 September 2020, several people gathered in Kiev-Shevchenkivskyi holding a placard ""We will not forget, we will not forgive"", expressing support to a Russian neo-Nazi activist who recently died in a prison. [size=several]"	0
40563	20 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Journalists (Ukraine); Government of Ukraine (2019-); Labour Group (Ukraine)			Europe	Ukraine	Kiev City	Kiev		Kiev-Shevchenkivskyi	50.4646	30.4655	24 Channel; Center for Civil Liberties; Novoye Vremya Ukraine	On 20 September 2020, people, including human rights activists, journalists, actors and the first deputy Minister of Foreign Affairs, gathered in Kiev-Shevchenkivskyi in support of Ukrainian political prisoners held in Russia and separatist-controlled Donbas. [size=no report]	0
40564	20 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Former Military Forces of Ukraine (2019-); National Corps Party			Europe	Ukraine	Kirovohrad	Kropyvnytskyi		Kropyvnytskyi	48.5153	32.2545	24 Channel; National Corps; Novoye Vremya Ukraine	On 20 September 2020, 18 veterans and members of National Corps protested in Kropyvnytskyi demanding that bus drivers respect the veterans' right to use public transport for free. [size=18]	0
40565	20 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Labour Group (Ukraine)			Europe	Ukraine	Dnipropetrovsk	Kryvyi Rih		Kryvyi Rih	47.9093	33.3933	Independent Trade Union of Miners of Ukraine; Novoye Vremya Ukraine	On 20 September 2020, coal miners protested in Kryvyi Rih in support of miners who went on strike and refused to rise to the surface after their shift. The protesters demand higher salaries and better work conditions. [size=no report]	0
40567	20 September 2020	Protests	Protest with intervention	Protesters (Ukraine)	LGBT (Ukraine)	Rioters (Ukraine)	Traditions and Order; Christian Group (Ukraine)	Europe	Ukraine	Zaporizhia	Zaporizhia		Zaporizhia	47.8479	35.1602	061.ua; RFE/RL; Ukrayinska Pravda; Liveuamap	On 20 September 2020, about 500 people held a march in Zaporizhia demanding equal rights for LGBT. The opponents of the march, including members of Traditions and Order and representatives of Christian organisations, gathered nearby, chanting slurs, throwing eggs and firecrackers at the protesters. Three people were arrested, including a man holding a gun and aiming at the marchers. [size=about 500]	0
40540	19 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	National Corps Party			Europe	Ukraine	Odessa	Odessa Municipality		Odessa	46.4639	30.7386	National Corps	On 19 September 2020, people, including members of National Corps, protested in Odessa against the construction of residential houses instead of a tennis court. [size=no report]	0
40820	19 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Protesters (Belarus)			Europe	Ukraine	Kiev City	Kiev		Kiev-Shevchenkivskyi	50.4646	30.4655	Charter-97; Svaboda.org	On 19 September 2020, people, including citizens of Belarus, protested in Kiev-Shevchenkivskyi in support of anti-governmental demonstration in Belarus. [size=no report]	0
40538	19 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Right Sector			Europe	Ukraine	Kiev City	Kiev		Kiev	50.4496	30.5224	Right Sector	On 19 September 2020, members of Right Sector protested in Kiev demanding that the Central Election Commission excludes the Communist party, prohibited in Ukraine, and pro-Russian parties from running in local elections. [size=no report]	0
40541	19 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Traditions and Order			Europe	Ukraine	Odessa	Odessa Municipality		Odessa	46.4639	30.7386	Tradition and Order	On 19 September 2020, members of Traditions and Order protested in Odessa demanding the prohibition of events organised by LGBT-rights organisations. [size=no report]	0
40539	19 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Traditions and Order			Europe	Ukraine	Lviv	Lviv Municipality		Lviv	49.8407	24.0305	Tradition and Order	"On 19 September 2020, members of Traditions and Order protested in Lviv demanding the protection of the ""Ukrainian family"" from abortions and ""LGBT propaganda"". [size=no report]"	0
40559	19 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Labour Group (Ukraine)			Europe	Ukraine	Kiev City	Kiev		Kiev-Pecherskyi	50.427	30.5454	Novoye Vremya Ukraine; Independent Trade Union of Miners of Ukraine	On 19 September 2020, coal miners protested in Kiev-Pecherskyi in support of miners who went on strike and refused to rise to the surface after their shift. The protesters demand higher salaries and better work conditions. [size=no report]	0
40640	19 September 2020	Protests	Peaceful protest	Protesters (Russia)	KPRF: Communist Party of the Russian Federation			Europe	Ukraine	Sevastopol	Sevastopol		Sevastopol	44.6121	33.5244	Primechaniya	On 19 September 2020, several dozen KPRF members protested in Sevastopol, Crimea, demanding the resignation of the acting governor. [size=several dozen]	0
40545	19 September 2020	Protests	Peaceful protest	Protesters (Ukraine)				Europe	Ukraine	Zaporizhia	Zaporizhia		Zaporizhia	47.8479	35.1602	061.ua	On 19 September 2020, thousands of people protested in Zaporizhia against air pollution. [size=thousands]	0
40527	18 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Health Workers (Ukraine)			Europe	Ukraine	Kiev City	Kiev		Kiev-Pecherskyi	50.427	30.5454	UA:Pershiy	On 18 September 2020, about 50 medics protested outside the Parliament in Kiev-Pecherskyi demanding better funding of the medical sector. [size=about 50]	0
40537	18 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Health Workers (Ukraine)			Europe	Ukraine	Zhytomyr	Zhytomyr		Zhytomyr	50.2649	28.6767	24 Channel	On 18 September 2020, about 100 medics of a local mental hospital blocked a road in Zhytomyr demanding the payment of salaries. [size=about 100]	0
40528	18 September 2020	Protests	Peaceful protest	Protesters (Ukraine)				Europe	Ukraine	Kiev City	Kiev		Kiev-Shevchenkivskyi	50.4646	30.4655	24 Channel	On 18 September 2020, people protested in Kiev-Shevchenkivskyi complaining that many murder cases involving journalists have still not been resolved. [size=no report]	0
40557	17 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Labour Group (Ukraine)			Europe	Ukraine	Kiev City	Kiev		Kiev-Pecherskyi	50.427	30.5454	Novoye Vremya Ukraine; Independent Trade Union of Miners of Ukraine	On 17 September 2020, coal miners protested in Kiev-Pecherskyi in support of miners who went on strike and refused to rise to the surface after their shift. The protesters demand higher salaries and better work conditions. [size=no report]	0
40516	16 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Stop Corruption			Europe	Ukraine	Kiev City	Kiev		Kiev-Pecherskyi	50.427	30.5454	Stop Corruption	On 16 September 2020, members of Stop Corruption protested in Kiev-Pecherskyi against political pressure on urban developers. [size=no report]	0
40517	16 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Crimean Tatar Ethnic Group (Ukraine)			Europe	Ukraine	Kiev City	Kiev		Kiev-Shevchenkivskyi	50.4646	30.4655	Crimean Human Rights Group	On 16 September 2020, about 50 human rights activists and Crimean Tatars protested in Kiev-Shevchenkivskyi against the fabrication of criminal cases against Crimean Tatars in Crimea and demanding the release of political prisoners. [size=about 50]	0
40515	16 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Labour Group (Ukraine)			Europe	Ukraine	Kiev City	Kiev		Kiev-Pecherskyi	50.427	30.5454	UA:Pershiy; 24 Channel	On 16 September 2020, hundreds of entrepreneurs protested outside the Parliament in Kiev-Pecherskyi against the obligatory use of cash registers. [size=hundreds]	0
40723	15 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Traditions and Order			Europe	Ukraine	Dnipropetrovsk	Kryvyi Rih		Kryvyi Rih	47.9093	33.3933	Tradition and Order	"On 15 September 2020, members of Traditions and Order protested in Kryvyi Rih, Dnipropetrovsk, demanding the prohibition of ""LGBT propaganda"". [size=no report]"	0
40519	15 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Traditions and Order			Europe	Ukraine	Sumy	Sumy		Sumy	50.9216	34.8003	Tradition and Order	On 15 September 2020, members of Traditions and Order protested in Sumy demanding the prohibition of events organised by LGBT-rights organisations. [size=no report]	0
40507	15 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Stop Corruption			Europe	Ukraine	Kiev City	Kiev		Kiev-Pecherskyi	50.427	30.5454	Stop Corruption	On 15 September 2020, members of Stop Corruption protested against corruption outside the main building of the Ukrainian Railways company in Kiev-Pecherskyi. [size=no report]	0
40504	15 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Traditions and Order			Europe	Ukraine	Cherkasy	Cherkasy		Cherkasy	49.4285	32.0621	Tradition and Order	"On 15 September 2020, members of Traditions and Order protested in Cherkasy against ""liberal propaganda"" and demanding the prohibition of events organised by LGBT-rights organisations. [size=no report]"	0
40505	15 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Labour Group (Ukraine)			Europe	Ukraine	Kiev City	Kiev		Kiev-Pecherskyi	50.427	30.5454	24 Channel	On 15 September 2020, entrepreneurs protested in Kiev-Pecherskyi against the obligatory use of cash registers. [size=no report]	0
40506	15 September 2020	Protests	Peaceful protest	Protesters (Ukraine)				Europe	Ukraine	Kiev City	Kiev		Kiev-Pecherskyi	50.427	30.5454	Center for Civil Liberties	On 15 September 2020, human rights activists protested outside the Parliament in Kiev-Pecherskyi demanding the adoption of the law on war crimes. [size=no report]	0
40494	14 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	National Corps Party; Former Military Forces of Ukraine (2019-)			Europe	Ukraine	Ivano-Frankivsk	Ivano-Frankivsk Municipality		Ivano-Frankivsk	48.9215	24.7097	National Corps	On 14 September 2020, about 100 people, including veterans and members of National Corps, protested in Ivano-Frankivsk demanding that the Security Service of Ukraine investigate pro-Russian politicians. [size=about 100]	0
40501	14 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Right Sector			Europe	Ukraine	Kiev City	Kiev		Kiev-Shevchenkivskyi	50.4646	30.4655	Right Sector	On 14 September 2020, members of Right Sector protested outside the Security Service of Ukraine in Kiev-Shevchenkivskyi demanding investigation into pro-Russian politicians and the Orthodox Church of the Moscow Patriarchate. [size=no report]	0
40493	14 September 2020	Protests	Peaceful protest	Protesters (Ukraine)				Europe	Ukraine	Zakarpattia	Chop Municipality		Chop	48.432	22.2056	Segodnya	On 14 September 2020, people protested in Chop, Zakarpattia, against coronavirus-related restrictions in the city. [size=no report]	0
40499	14 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Stop Corruption			Europe	Ukraine	Kiev City	Kiev		Kiev-Pecherskyi	50.427	30.5454	Stop Corruption	On 14 September 2020, members of Stop Corruption protested against corruption outside the main building of the Ukrainian Railways company in Kiev-Pecherskyi. [size=no report]	0
40497	14 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Traditions and Order			Europe	Ukraine	Kiev City	Kiev		Kiev	50.4496	30.5224	Tradition and Order	"On 14 September 2020, members of Traditions and Order protested in Kiev against ""liberal propaganda"" and demanding the prohibition of events organised by LGBT-rights organisations. [size=no report]"	0
40503	14 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Traditions and Order			Europe	Ukraine	Mykolaiv	Mykolaiv		Mykolaiv	46.9672	32.0183	Tradition and Order	"On 14 September 2020, members of Traditions and Order protested in Mykolaiv against ""LGBT propaganda"". [size=no report]"	0
40555	14 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Women (Ukraine); Labour Group (Ukraine)			Europe	Ukraine	Odessa	Odessa Municipality		Odessa	46.4639	30.7386	Dumskaya	"On 14 September 2020, about 20 female sex workers protested in Odessa holding placards ""It is my job"", ""I am against violence"", ""No to stigmatisation"". [size=about 20]"	0
40498	14 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	National Corps Party; Democratic Axe Party; European Solidarity; Solidarna Molod			Europe	Ukraine	Kiev City	Kiev		Kiev-Pecherskyi	50.427	30.5454	24 Channel; National Corps; Sputnik News Service	"On 14 September 2020, people, including members of National Corps, Democratic Axe, European Solidarity and Solidarna Molod, protested outside the Parliament in Kiev-Pecherskyi demanding the creation of an interim investigative commission to probe the Russian citizens from Wagner Group arrested in Minsk ahead of the presidential election. The protesters also condemned falsifications in the murder case of journalist Pavel Sheremet and ""fake ceasefire agreements"" in Donbas. [size=no report]"	0
40500	14 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Protestant Christian Group (Ukraine)			Europe	Ukraine	Kiev City	Kiev		Kiev-Shevchenkivskyi	50.4646	30.4655	24 Channel	On 14 September 2020, members of a protestant church protested outside the city administration in Kiev-Shevchenkivskyi against the possible termination of a land lease agreement between the city and the church. [size=no report]	0
40486	13 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Traditions and Order; Freikorps			Europe	Ukraine	Kharkiv	Kharkiv		Kharkiv	49.9808	36.2527	Tradition and Order	"On 13 September 2020, members of Traditions and Order and Freikorps protested in Kharkiv against ""liberal propaganda"" and demanding the prohibition of events organised by LGBT-rights organisations. [size=no report]"	0
40485	13 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	LGBT (Ukraine)			Europe	Ukraine	Kharkiv	Kharkiv		Kharkiv	49.9808	36.2527	UA:Pershiy	On 13 September 2020, at least 20 LGBT activists organised a car procession in Kharkiv demanding equal rights. [size=at least 20]	0
40488	13 September 2020	Protests	Peaceful protest	Protesters (Ukraine)				Europe	Ukraine	Kiev City	Kiev		Kiev-Shevchenkivskyi	50.4646	30.4655	Novoye Vremya Ukraine; UA:Pershiy	On 13 September 2020, about 50-70 people gathered in Kiev-Shevchenkivskyi in support for anti-government protests in Belarus. [size=about 50-70]	0
40722	12 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Traditions and Order			Europe	Ukraine	Kharkiv	Kharkiv		Kharkiv	49.9808	36.2527	Tradition and Order	"On 12 September 2020, members of Traditions and Order protested in Kharkiv demanding the prohibition of ""LGBT propaganda"". [size=no report]"	0
40479	12 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Traditions and Order			Europe	Ukraine	Zhytomyr	Zhytomyr		Zhytomyr	50.2649	28.6767	Tradition and Order	"On 12 September 2020, members of Traditions and Order protested in Zhytomyr in support of traditional family values and against ""liberal propaganda"". [size=no report]"	0
40554	12 September 2020	Protests	Peaceful protest	Protesters (Ukraine)				Europe	Ukraine	Odessa	Odessa Municipality		Odessa	46.4639	30.7386	Taymer	"On 12 September 2020, people protested in Odessa during the visit of President Zelenskyi to the city. They held placards ""Not my president"". [size=no report]"	0
40480	12 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Women (Ukraine)			Europe	Ukraine	Kiev City	Kiev		Kiev-Shevchenkivskyi	50.4646	30.4655	Ukrinform; Novoye Vremya Ukraine	On 12 September 2020, about 100 people, mostly women, protested in Kiev-Shevchenkivskyi in solidarity with female protesters in Belarus. [size=about 100]	0
40641	12 September 2020	Protests	Peaceful protest	Protesters (Ukraine)				Europe	Ukraine	Kharkiv	Kharkiv		Kharkiv	49.9808	36.2527	UA:Kharkiv	"On 12 September 2020, about 40 people protested in Kharkiv against the Kharkiv Coke Plant. The protesters held a banner ""People are not rats! Stop poisoning us"". [size=about 40]"	0
40481	12 September 2020	Protests	Peaceful protest	Protesters (Ukraine)				Europe	Ukraine	Ternopil	Monastyryska		Monastyryska	49.0891	25.1733	Segodnya	On 12 September 2020, about 50 parents protested in Monastyryska, Ternopil, against distance learning in schools caused by the coronavirus pandemic. [size=about 50]	0
40552	11 September 2020	Protests	Peaceful protest	Protesters (Ukraine)	Labour Group (Ukraine)			Europe	Ukraine	Dnipropetrovsk	Kryvyi Rih		Kryvyi Rih	47.9093	33.3933	Depo.ua	On 11 September 2020, coal miners protested in Kryvyi Rih in support of miners who went on strike and refused to rise to the surface after their shift. The protesters demand higher salaries and better work conditions. [size=no report]	0
